48.404539,2.698372
48.398568,2.694730
48.398530,2.694241
48.398600,2.694569
48.398600,2.694697
48.398665,2.695068
48.398654,2.694944
48.398659,2.694960
48.398654,2.694907
48.398649,2.694853
48.398616,2.694772
48.398616,2.694821
48.398600,2.694842
48.398589,2.694831
48.398595,2.694880
48.398573,2.694601
48.398563,2.694451
48.398563,2.694392
48.398579,2.694526
48.398573,2.694429
48.398552,2.694166
48.398530,2.693984
48.398530,2.693995
48.398525,2.693984
48.398536,2.693941
48.398541,2.693946
48.398547,2.693979
48.398547,2.693995
48.398547,2.694011
48.398563,2.694129
48.398579,2.694209
48.398589,2.694295
48.398606,2.694386
48.398611,2.694440
48.398611,2.694472
48.398616,2.694499
48.398616,2.694510
48.398616,2.694515
48.398600,2.694424
48.398600,2.694413
48.398600,2.694376
48.398595,2.694354
48.398595,2.694338
48.398595,2.694333
48.398595,2.694343
48.398600,2.694343
48.398595,2.694311
48.398589,2.694263
48.398584,2.694220
48.398579,2.694209
48.398573,2.694172
48.398573,2.694166
48.398573,2.694172
48.398568,2.694161
48.398568,2.694139
48.398568,2.694134
48.398568,2.694129
48.398563,2.694118
48.398563,2.694102
48.398557,2.694075
48.398557,2.694070
48.398552,2.694059
48.398552,2.694038
48.398547,2.693989
48.398547,2.693968
48.398541,2.693962
48.398541,2.693941
48.398541,2.693957
48.398541,2.693952
48.398541,2.693941
48.398541,2.693930
48.398541,2.693925
48.398536,2.693887
48.398530,2.693839
48.398530,2.693834
48.398530,2.693823
48.398530,2.693818
48.398525,2.693802
48.398525,2.693796
48.398525,2.693785
48.398525,2.693753
48.398520,2.693726
48.398520,2.693710
48.398520,2.693700
48.398520,2.693662
48.398514,2.693630
48.398563,2.693946
48.398584,2.694070
48.398606,2.694215
48.398616,2.694290
48.398627,2.694349
48.399260,2.694901
48.399260,2.694917
48.399271,2.694950
48.399287,2.694971
48.399303,2.694987
48.399314,2.695014
48.399314,2.695025
48.399271,2.694987
48.399287,2.695009
48.399303,2.695025
48.399308,2.695057
48.399303,2.695073
48.399308,2.695094
48.399335,2.695137
48.399346,2.695159
48.399351,2.695164
48.399383,2.695202
48.399410,2.695261
48.399416,2.695277
48.399421,2.695293
48.399437,2.695325
48.399437,2.695341
48.399459,2.695389
48.399453,2.695422
48.399459,2.695427
48.399442,2.695438
48.399459,2.695464
48.399464,2.695470
48.399480,2.695502
48.399485,2.695513
48.399480,2.695524
48.399480,2.695540
48.399475,2.695556
48.399475,2.695566
48.399475,2.695572
48.399475,2.695577
48.399475,2.695583
48.399475,2.695588
48.399475,2.695599
48.399475,2.695609
48.399475,2.695615
48.399480,2.695625
48.399480,2.695636
48.399485,2.695642
48.399491,2.695652
48.399485,2.695658
48.399491,2.695663
48.399491,2.695668
48.399501,2.695684
48.399512,2.695717
48.399512,2.695727
48.399528,2.695743
48.399539,2.695749
48.399544,2.695754
48.399550,2.695760
48.399555,2.695765
48.399566,2.695770
48.399571,2.695776
48.399571,2.695781
48.399577,2.695786
48.399582,2.695792
48.399593,2.695802
48.399598,2.695813
48.399603,2.695813
48.399603,2.695819
48.399609,2.695819
48.399609,2.695824
48.399614,2.695829
48.399625,2.695835
48.399630,2.695840
48.399636,2.695845
48.399652,2.695851
48.399652,2.695856
48.399668,2.695861
48.399673,2.695867
48.399684,2.695872
48.399695,2.695878
48.399705,2.695888
48.399721,2.695888
48.399732,2.695894
48.399743,2.695904
48.399754,2.695910
48.399764,2.695915
48.399764,2.695920
48.399775,2.695926
48.399786,2.695937
48.399791,2.695942
48.399807,2.695958
48.399813,2.695969
48.399823,2.695969
48.399845,2.695990
48.399861,2.696001
48.399877,2.696012
48.399882,2.696017
48.399893,2.696028
48.399909,2.696038
48.399920,2.696049
48.400553,2.696409
48.400601,2.696446
48.400612,2.696478
48.400660,2.696543
48.400666,2.696543
48.400692,2.696575
48.400698,2.696591
48.400698,2.696612
48.400714,2.696618
48.400751,2.696639
48.400789,2.696671
48.400837,2.696704
48.400869,2.696747
48.400896,2.696768
48.400928,2.696784
48.400944,2.696795
48.400977,2.696822
48.400993,2.696832
48.401003,2.696865
48.401014,2.696886
48.401030,2.696902
48.401084,2.696961
48.401111,2.696934
48.401309,2.697149
48.401379,2.697192
48.401465,2.697208
48.401481,2.697197
48.401508,2.697176
48.401518,2.697176
48.401535,2.697186
48.401556,2.697192
48.401572,2.697208
48.401594,2.697213
48.401610,2.697203
48.401663,2.697256
48.401679,2.697262
48.401701,2.697262
48.401712,2.697256
48.401760,2.697262
48.401814,2.697267
48.401856,2.697288
48.401883,2.697294
48.401905,2.697288
48.401926,2.697288
48.401942,2.697288
48.401958,2.697267
48.401969,2.697245
48.401969,2.697240
48.401974,2.697224
48.401980,2.697208
48.401991,2.697208
48.402007,2.697208
48.402017,2.697197
48.402028,2.697176
48.402028,2.697154
48.402039,2.697133
48.402055,2.697122
48.402060,2.697122
48.402071,2.697122
48.402082,2.697122
48.402092,2.697127
48.402109,2.697122
48.402130,2.697111
48.402146,2.697101
48.402157,2.697090
48.402173,2.697085
48.402178,2.697079
48.402189,2.697085
48.402184,2.697079
48.402200,2.697074
48.402216,2.697068
48.402221,2.697068
48.402232,2.697063
48.402237,2.697074
48.402237,2.697079
48.402237,2.697085
48.402243,2.697090
48.402237,2.697101
48.402232,2.697106
48.402227,2.697101
48.402221,2.697101
48.402216,2.697095
48.402216,2.697090
48.402216,2.697085
48.402216,2.697079
48.402216,2.697074
48.402216,2.697068
48.402216,2.697063
48.402269,2.696988
48.402280,2.696983
48.402296,2.696983
48.402312,2.696983
48.402328,2.696988
48.402345,2.696988
48.402366,2.696993
48.402382,2.696983
48.402398,2.696983
48.402414,2.696988
48.402420,2.696988
48.402425,2.696993
48.402441,2.697015
48.402452,2.697015
48.402457,2.697026
48.402463,2.697036
48.402468,2.697031
48.402468,2.697036
48.402473,2.697036
48.402479,2.697042
48.402484,2.697042
48.402495,2.697047
48.402506,2.697047
48.402511,2.697047
48.402607,2.697031
48.402624,2.697068
48.402634,2.697090
48.402629,2.697122
48.402629,2.697133
48.402629,2.697144
48.402629,2.697160
48.402640,2.697181
48.402650,2.697192
48.402656,2.697213
48.402666,2.697229
48.402688,2.697229
48.402720,2.697208
48.402742,2.697192
48.402742,2.697203
48.402758,2.697208
48.402768,2.697235
48.402779,2.697262
48.402790,2.697278
48.402790,2.697294
48.402790,2.697321
48.402795,2.697342
48.402801,2.697374
48.402806,2.697396
48.402822,2.697412
48.402827,2.697423
48.402838,2.697439
48.402854,2.697465
48.402860,2.697492
48.402870,2.697514
48.402886,2.697541
48.402897,2.697573
48.402913,2.697594
48.402919,2.697605
48.402924,2.697621
48.402935,2.697637
48.402945,2.697653
48.402961,2.697680
48.402967,2.697701
48.402972,2.697734
48.402978,2.697766
48.402972,2.697803
48.402983,2.697841
48.402999,2.697884
48.403004,2.697900
48.402999,2.697927
48.403010,2.697937
48.403015,2.697948
48.403026,2.697975
48.403031,2.697996
48.403042,2.698023
48.403047,2.698050
48.403047,2.698072
48.403053,2.698098
48.403058,2.698125
48.403069,2.698152
48.403074,2.698163
48.403085,2.698179
48.403096,2.698190
48.403101,2.698206
48.403112,2.698227
48.403122,2.698243
48.403139,2.698265
48.403144,2.698292
48.403165,2.698334
48.403176,2.698361
48.403181,2.698388
48.403192,2.698404
48.403198,2.698415
48.403208,2.698431
48.403214,2.698447
48.403219,2.698479
48.403230,2.698495
48.403235,2.698517
48.403246,2.698533
48.403251,2.698565
48.403257,2.698581
48.403257,2.698603
48.403273,2.698629
48.403289,2.698656
48.403321,2.698694
48.403332,2.698710
48.403337,2.698721
48.403348,2.698748
48.403358,2.698758
48.403369,2.698780
48.403375,2.698801
48.403385,2.698828
48.403401,2.698844
48.403407,2.698849
48.403417,2.698871
48.403428,2.698887
48.403439,2.698903
48.403450,2.698925
48.403466,2.698941
48.403466,2.698951
48.403466,2.698967
48.403471,2.699010
48.403471,2.699048
48.403482,2.699091
48.403493,2.699144
48.403514,2.699182
48.403519,2.699209
48.403530,2.699230
48.403541,2.699257
48.403557,2.699305
48.403568,2.699332
48.403578,2.699359
48.403589,2.699381
48.403600,2.699402
48.403616,2.699413
48.403621,2.699418
48.403627,2.699440
48.403643,2.699456
48.403643,2.699461
48.403648,2.699466
48.403654,2.699472
48.403659,2.699536
48.403659,2.699563
48.403664,2.699584
48.403680,2.699611
48.403691,2.699633
48.403696,2.699665
48.403713,2.699681
48.403723,2.699713
48.403729,2.699745
48.403739,2.699788
48.403750,2.699826
48.403755,2.699842
48.403761,2.699869
48.403761,2.699874
48.403766,2.699879
48.403772,2.699896
48.403772,2.699901
48.403772,2.699906
48.403772,2.699917
48.403782,2.699928
48.403788,2.699944
48.403798,2.699955
48.403809,2.699976
48.403820,2.699997
48.403831,2.700019
48.403836,2.700035
48.403852,2.700062
48.403863,2.700099
48.403884,2.700148
48.403900,2.700164
48.403916,2.700180
48.403932,2.700191
48.403949,2.700207
48.403965,2.700228
48.403981,2.700255
48.403986,2.700271
48.403991,2.700276
48.404002,2.700298
48.404018,2.700319
48.404040,2.700319
48.404061,2.700335
48.404083,2.700357
48.404099,2.700373
48.404115,2.700400
48.404136,2.700410
48.404152,2.700432
48.404163,2.700443
48.404185,2.700453
48.404185,2.700464
48.404201,2.700469
48.404217,2.700480
48.404254,2.700491
48.404270,2.700507
48.404297,2.700523
48.404308,2.700534
48.404324,2.700561
48.404335,2.700593
48.404340,2.700593
48.404351,2.700609
48.404362,2.700625
